"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"1067",44,11,1,14,62,11.1,2.17,0.78,4.71,1.55,0,2,1,7,1,2,2,0,0,0,0,0,2,0,1,0,-1,1,3,29,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,4,4,4,0,22,0,22,6,9,490.84,1,56,0,8.2,2.1,441.65,1,18.25,2.9,966,6.87,0,0,0,1,17.25,2.85,1020,6.93,0,0,2.93,0,6.86,1,0,0,0,0,0,0,0,1,19,1,1,1,0,0,1,0,0,0,0,0,0,"2","1","August","6","0","3","4","-1","-1","-1","1","4","2","2","0","medium_spend_cust"
"1068",63,19,0,3,69,18.5,3.17,1.15,9.6,2.26,1,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,16,0,0,0,0,1,1,0,0,0,0,9,5,0,0,0,4,4,4,0,15,1,11,14,2,38.41,1,41,0,6.9,1.93,231.55,1,15.5,2.74,642.7,6.47,1,36.8,1506.25,1,15.5,2.74,625,6.44,1,32.6,3.48,1450.5,7.28,1,1,1,1,0,1,1,0,1,22,1,1,1,0,1,0,1,0,1,0,0,0,"3","1","August","2","0","2","5","0","35.4","0","3","2","4","2","1","medium_spend_cust"
"1075",43,9,0,4,43,11.3,0.8,-0.23,4.06,1.4,0,4,1,9,1,2,12,2,1,0,0,0,0,9,0,1,1,0,4,19,1,0,0,1,0,0,0,0,0,0,9,4,0,1,0,2,4,4,0,4,0,2,6,4,77.72,1,6,0,4.4,1.48,24.8,0,0,2.6,0,3.14,0,0,0,0,0,2.11,0,2.3,0,0,2.68,0,3.12,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,"1","1","March","2","0","2","3","1","26.5","0","5","2","2","1","0","medium_spend_cust"
"1088",43,13,0,8,44,4.2,0.69,-0.37,1.16,0.15,0,5,1,11,1,4,1,0,1,0,0,0,0,0,1,1,0,0,4,25,1,0,0,1,1,0,0,0,0,0,9,4,1,0,1,2,4,3,0,23,0,16,6,6,206.91,1,43,0,8.65,2.16,345.85,0,0,2.66,0,6.48,0,0,0,1,11.75,2.46,540,6.29,0,0,2.82,0,6.61,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,0,0,0,0,0,0,"1","1","August","1","0","1","4","1","21.7","1","1","3","3","3","0","low_spend_cust"
"1090",70,20,0,21,61,14.8,1.5,0.4,7.53,2.02,0,4,0,-1,-1,1,6,3,3,0,0,0,0,0,1,2,1,0,1,37,1,0,0,0,0,0,0,1,0,0,9,6,0,0,1,3,1,1,0,21,0,23,10,1,25.17,0,56,0,12,2.48,660,1,24.5,3.2,1348.9,7.21,0,0,0,1,9.25,2.22,490,6.19,1,38.9,3.66,2056.6,7.63,0,1,1,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,1,0,0,0,"5","0","January","4","1","1","4","1","37.7","1","2","3","1","2","1","medium_spend_cust"
"1091",61,17,0,21,12,27.3,0.86,-0.15,2.41,0.88,0,4,1,16,3,2,2,1,0,1,0,0,0,0,0,1,0,1,8,24,0,0,1,1,0,1,0,1,0,0,9,4,1,0,1,1,2,3,0,14,1,12,19,2,46.1,0,40,1,7.8,2.05,288.4,0,0,2.4,0,6.1,0,0,0,1,46.25,3.83,1795,7.49,0,0,2.7,0,6.38,1,1,1,1,1,1,0,0,1,23,1,1,1,0,1,0,0,0,1,0,0,0,"4","0","October","3","1","2","3","0","4.9","0","4","2","3","2","1","medium_spend_cust"
"1093",40,20,1,3,46,7,1.27,0.24,1.95,0.67,1,2,0,-1,-1,1,6,0,0,0,0,0,0,6,1,3,1,0,1,25,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,3,4,2,0,10,1,12,11,4,121.48,0,25,0,14.95,2.7,370.95,1,45,3.81,1087.2,6.99,0,0,0,1,18.25,2.9,410,6.02,1,29.8,3.39,707.3,6.56,0,1,0,1,1,1,1,0,1,23,1,1,1,0,1,1,1,1,1,0,1,0,"2","0","April","2","0","3","3","1","24","0","2","3","4","3","0","low_spend_cust"
"1098",65,15,0,4,10,3.4,0.12,-2.1,0.22,-1.53,0,1,0,-1,-1,1,16,0,1,0,0,0,0,15,0,2,0,0,1,22,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,1,3,1,0,18,0,12,11,5,97.96,0,38,0,4.15,1.42,127.9,0,0,2.25,0,5.99,0,0,0,1,9.75,2.28,370,5.91,0,0,2.82,0,6.47,1,0,0,0,0,0,0,1,1,18,0,0,0,0,1,1,1,0,0,0,0,0,"1","0","January","2","1","1","5","0","5.2","0","3","4","4","2","0","medium_spend_cust"
"1100",28,10,0,3,40,10.9,0.57,-0.57,3.79,1.33,0,1,0,-1,-1,1,2,1,1,0,0,0,0,0,1,6,1,0,1,17,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,5,4,4,0,2,0,1,11,5,148.93,0,4,0,2.25,0.81,19,0,0,2.08,0,4.57,0,0,0,0,0,1.7,0,4.09,0,0,2.64,0,5.1,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,1,0,0,0,0,0,"1","1","December","2","0","1","2","0","18.8","0","2","4","2","3","0","medium_spend_cust"
"1101",45,20,0,6,47,1.5,0.32,-1.14,0.39,-0.95,0,2,1,22,5,2,9,0,2,0,0,1,0,6,1,3,1,0,1,27,1,0,0,1,0,0,0,1,0,0,9,7,1,1,1,4,4,4,1,27,0,27,8,4,109.42,0,69,0,26.9,3.29,1868.7,0,0,2.35,0,6.63,1,28.05,1972.55,1,23,3.14,1555,7.35,0,0,3.14,0,7.24,1,0,0,0,0,0,0,0,1,17,1,1,1,0,1,0,0,1,1,0,0,0,"5","1","July","1","0","1","3","1","19.9","0","3","1","1","1","0","low_spend_cust"
"1107",20,15,1,0,28,13.7,1.66,0.51,2.18,0.78,0,1,0,-1,-1,1,2,0,0,0,2,0,0,0,1,0,-1,0,10,20,0,0,0,0,0,0,0,0,0,1,2,6,1,1,1,1,3,1,0,2,0,2,9,3,123.58,1,13,0,2.9,1.06,34.55,0,0,2.3,0,4.73,1,23.85,319.6,0,0,1.61,0,3.91,0,0,2.54,0,4.74,0,0,0,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,1,0,0,0,"2","1","February","2","0","3","1","-1","-1","-1","3","3","2","1","3","low_spend_cust"
"1108",70,8,0,9,32,0.6,0.02,-4.12,0.18,-1.74,0,3,0,-1,-1,1,5,2,0,0,0,0,0,3,0,1,0,1,8,22,0,0,1,0,0,0,0,1,0,1,9,4,0,0,0,3,1,3,0,20,0,11,9,7,301.49,0,58,0,13.15,2.58,704.35,0,0,2.48,0,6.79,0,0,0,0,0,1.75,0,5.81,0,0,2.7,0,7.1,0,0,0,0,0,0,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,1,"1","0","September","2","0","2","4","0","13","0","1","1","3","2","0","medium_spend_cust"
"1109",42,15,0,13,44,11.5,1.48,0.39,3.58,1.27,0,1,1,14,2,2,4,1,2,1,0,0,0,0,1,2,1,0,8,20,1,0,0,1,0,0,1,1,0,0,9,3,0,0,0,4,4,4,1,22,0,15,10,1,28.67,0,48,0,13.45,2.6,651.6,0,0,2.71,0,6.88,0,0,0,1,11.25,2.42,565,6.34,0,0,2.68,0,6.83,0,0,0,1,0,0,1,0,1,13,1,1,1,0,0,0,0,0,1,1,0,0,"3","1","March","4","0","3","3","1","21","1","3","2","2","3","0","low_spend_cust"
"1110",21,13,0,0,16,14.6,0.99,-0.01,1.35,0.3,1,1,1,10,1,2,6,0,0,0,0,0,0,6,0,2,1,0,8,40,1,0,0,0,1,1,1,1,0,0,1,6,1,1,1,2,4,3,0,2,0,2,9,3,36.46,1,2,1,2.45,0.9,4.8,1,17.5,2.86,31.95,3.46,1,36.5,20.85,1,20.5,3.02,15,2.71,1,21.55,3.07,17.1,2.84,0,1,0,1,1,1,1,0,1,22,0,1,0,1,1,1,1,0,0,0,0,0,"4","1","March","1","0","2","1","0","11.5","0","3","3","2","3","2","low_spend_cust"
"1113",45,12,0,5,47,17.7,5.73,1.75,2.59,0.95,0,1,0,-1,-1,1,4,0,2,0,0,0,0,2,1,1,1,0,4,24,0,0,1,1,1,0,0,0,0,0,9,3,0,0,0,3,3,4,1,26,0,14,8,3,94.95,1,56,0,23.35,3.15,1297.95,0,0,2.51,0,6.73,0,0,0,1,41.25,3.72,2385,7.78,0,0,2.82,0,7.06,1,0,0,0,0,1,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","January","1","0","1","4","1","24.4","0","1","2","3","1","0","medium_spend_cust"
"1121",43,12,0,16,49,6,2.09,0.74,0.85,-0.16,0,4,0,-1,-1,1,5,0,0,0,0,0,0,5,1,3,1,0,1,22,1,0,0,1,1,1,0,0,0,0,9,2,0,0,0,3,2,1,0,25,0,25,10,4,81.67,0,71,0,32.45,3.48,2335.35,1,50.75,3.93,3665.6,8.21,1,53.3,3707.45,1,32.25,3.47,2315,7.75,1,37.7,3.63,2755.6,7.92,1,1,1,1,1,1,1,1,1,20,1,1,1,0,1,1,1,0,1,0,0,0,"1","1","February","6","0","1","3","0","27.3","0","4","4","3","3","2","low_spend_cust"
"1123",18,13,0,0,14,2.3,0.03,-3.41,0.29,-1.24,0,1,1,9,1,5,1,1,0,0,0,0,0,0,0,1,1,0,4,26,0,0,0,1,1,0,0,1,0,0,9,3,0,0,1,2,4,4,0,1,0,1,6,5,130.89,1,1,1,3.1,1.13,3.1,1,17,2.83,17,2.83,0,0,0,1,26.25,3.27,26.25,3.27,0,0,2.64,0,2.54,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3","0","December","2","0","2","1","1","7.4","0","4","4","2","1","0","low_spend_cust"
"1125",48,16,0,6,25,15.7,1.69,0.52,2.24,0.81,0,3,1,17,4,2,0,0,0,0,0,0,0,0,0,2,1,0,1,21,1,0,0,0,0,0,0,1,0,0,9,6,0,0,0,3,4,2,0,26,0,18,8,0,0,1,57,0,10.55,2.36,608.1,0,0,2.42,0,6.62,1,28.95,1581.7,0,0,2.51,0,6.63,0,0,2.82,0,7.1,1,0,0,0,0,0,0,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0,"1","0","November","2","0","2","3","0","13.1","1","4","1","2","3","3","low_spend_cust"
"1138",19,11,0,0,18,11.1,0.64,-0.44,1.35,0.3,1,1,0,-1,-1,1,2,0,2,0,0,0,0,0,0,4,1,1,1,25,1,1,0,1,0,1,0,0,0,0,2,6,1,1,0,4,3,4,0,1,0,1,7,8,237.03,1,19,0,6.05,1.8,110.7,0,0,2.72,0,5.56,0,0,0,0,0,1.83,0,4.83,0,0,2.68,0,5.34,0,0,0,0,1,0,0,0,1,14,1,1,1,0,0,0,1,0,0,0,1,0,"1","0","February","1","0","1","1","0","6.3","1","2","3","4","1","0","medium_spend_cust"
"1150",74,12,0,18,22,5.4,0.07,-2.68,1.12,0.11,0,4,1,9,1,2,6,0,0,0,0,0,6,0,0,1,0,1,4,28,0,0,1,1,1,0,1,1,0,0,9,4,1,0,0,3,3,1,0,29,1,21,13,7,137.42,0,58,0,14.7,2.69,878.9,1,25.5,3.24,1428.35,7.26,0,0,0,1,5.5,1.7,290,5.67,0,0,2.7,0,6.69,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0,"4","1","September","1","1","2","5","1","14","0","2","4","2","2","0","medium_spend_cust"
"1151",34,11,0,9,41,0.5,0.14,-1.97,0.07,-2.72,0,1,1,15,3,4,7,1,0,0,0,0,0,6,1,4,1,1,1,19,1,0,0,0,0,0,0,1,0,0,9,4,1,0,0,3,2,3,0,16,0,12,14,2,33.55,1,48,0,9.9,2.29,512.6,1,18.25,2.9,935,6.84,0,0,0,1,8,2.08,390,5.97,0,0,2.75,0,6.45,0,0,0,1,1,1,1,0,1,23,1,1,1,0,0,0,0,0,1,1,1,0,"3","0","December","3","0","1","2","0","19.2","0","2","1","1","3","0","medium_spend_cust"
"1152",55,9,0,5,22,6.3,0.8,-0.22,0.58,-0.54,0,3,1,13,2,3,1,1,0,0,0,0,0,0,1,1,1,0,5,24,0,0,0,0,1,0,0,0,0,0,2,5,1,0,1,4,3,3,0,16,0,15,8,4,115.93,0,39,0,4.15,1.42,126.7,0,0,2.37,0,6.19,0,0,0,1,16.75,2.82,700,6.55,0,0,2.68,0,6.33,0,0,0,1,1,0,0,0,1,18,1,1,1,0,0,1,0,0,0,0,0,0,"4","0","September","2","0","3","3","0","6.7","0","2","1","1","2","0","medium_spend_cust"
"1154",60,14,0,6,34,10.2,0.98,-0.02,2.49,0.91,1,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,10,30,0,0,0,0,0,1,0,0,0,1,9,5,1,0,1,2,1,2,0,6,0,5,9,9,170.64,1,14,1,5.25,1.66,85.2,1,22.5,3.11,336.1,5.82,0,0,0,1,20.5,3.02,245,5.5,1,28.3,3.34,373.05,5.92,0,1,0,1,1,1,1,0,1,19,1,1,1,0,1,1,1,0,1,0,1,0,"1","0","September","2","0","3","4","-1","-1","-1","3","1","1","1","1","medium_spend_cust"
"1155",50,18,0,8,103,14,3.52,1.26,10.9,2.39,0,3,1,21,5,2,0,0,0,0,0,0,0,0,0,1,1,0,3,22,0,0,1,0,0,0,0,0,0,0,9,5,1,0,0,4,1,4,0,32,1,28,9,14,433.85,0,70,0,44,3.78,3183.45,0,0,2.55,0,6.65,0,0,0,1,29.25,3.38,2000,7.6,0,0,3.11,0,7.41,1,0,0,0,0,0,0,0,1,23,1,1,1,0,1,0,0,0,1,0,0,0,"2","0","August","2","0","2","4","1","46.9","0","1","4","1","1","1","medium_spend_cust"
"1156",25,15,0,0,30,4.7,0.28,-1.26,1.13,0.12,0,1,1,14,2,4,0,0,0,0,0,0,0,0,1,2,1,0,1,18,1,0,0,0,0,0,0,0,0,1,9,4,1,0,1,2,4,4,0,1,0,1,15,4,178.45,0,1,1,1.85,0.62,1.85,1,17.75,2.88,17.75,2.88,1,36.8,36.8,1,12,2.48,12,2.48,1,23.15,3.14,23.15,3.14,0,1,1,1,1,1,1,1,1,25,1,0,1,0,1,1,1,0,0,0,1,1,"1","1","January","1","0","1","2","1","11.7","0","3","4","4","1","4","medium_spend_cust"
"1159",24,14,0,3,16,13.9,0.29,-1.24,1.93,0.66,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,0,3,1,1,1,26,1,0,0,0,0,0,0,0,1,1,9,2,0,0,0,1,2,3,0,6,1,6,14,3,102.66,0,47,0,7.6,2.03,395.15,1,19.75,2.98,885.3,6.79,0,0,0,1,21.5,3.07,990,6.9,0,0,2.68,0,6.42,0,0,0,1,1,1,1,0,1,19,1,1,1,0,0,1,0,0,1,0,0,0,"3","0","September","5","0","2","1","1","7.8","0","2","2","4","1","0","medium_spend_cust"
"1162",20,15,0,0,28,9.6,1.02,0.02,1.67,0.51,1,2,0,-1,-1,1,1,0,1,0,0,0,0,0,0,2,1,0,4,19,0,0,0,1,0,1,0,0,0,0,9,3,1,0,1,1,4,3,0,1,0,1,9,3,123.16,1,2,1,3.1,1.13,3.55,0,0,2.3,0,2.42,0,0,0,0,0,1.7,0,1.66,0,0,2.82,0,3.04,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,"3","0","July","2","0","2","1","1","12.2","0","2","1","4","3","0","medium_spend_cust"
"1166",37,20,0,1,29,10.5,0.79,-0.24,2.26,0.81,0,2,0,-1,-1,1,2,0,2,0,0,0,0,0,1,3,1,0,1,25,1,0,0,0,0,1,1,0,0,1,9,3,1,0,1,3,1,2,0,13,0,6,12,8,313.74,0,33,0,6.6,1.89,207.85,0,0,2.14,0,5.62,1,26.75,846.75,1,9.75,2.28,305,5.72,0,0,2.72,0,6.33,1,0,0,0,0,0,0,1,1,10,1,1,1,0,1,0,1,0,0,0,0,0,"1","0","March","2","0","1","3","1","18.5","1","1","4","3","1","2","medium_spend_cust"
"1173",35,13,0,10,87,5.6,3.14,1.14,1.73,0.55,0,4,1,14,2,4,5,0,0,0,0,0,0,5,0,3,1,0,1,25,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,4,1,1,0,14,0,13,7,7,377.99,1,43,0,9.3,2.23,434.4,1,19.5,2.97,858,6.75,0,0,0,1,17,2.83,670,6.51,1,36.2,3.59,1557.25,7.35,0,1,0,1,1,1,1,0,1,25,1,1,1,0,1,0,0,0,0,0,0,1,"5","1","February","6","0","2","3","0","46.3","0","3","4","4","3","1","medium_spend_cust"
"1185",40,14,0,3,46,7.8,2.28,0.83,1.31,0.27,0,2,0,-1,-1,5,10,2,0,0,0,0,0,8,0,2,1,0,1,15,1,0,1,0,0,0,0,1,0,0,9,4,0,0,0,4,2,3,1,3,1,2,5,5,129.04,0,6,1,4.15,1.42,17.05,1,10,2.3,57.85,4.06,1,26.1,131.85,0,0,1.66,0,3.56,1,17.75,2.88,99.2,4.6,1,1,1,0,0,0,0,1,1,12,1,1,1,0,1,1,1,1,0,0,0,1,"2","1","October","2","0","2","2","0","21.4","0","1","4","4","3","2","low_spend_cust"
"1186",57,12,0,11,78,1,0.17,-1.77,0.61,-0.5,0,4,1,16,3,4,2,0,2,0,0,0,0,0,1,2,1,0,3,13,1,0,1,1,0,0,0,0,0,0,2,4,0,0,1,1,2,2,1,30,0,18,10,12,578.04,0,59,0,9.25,2.22,610.7,1,17.25,2.85,963.25,6.87,0,0,0,1,27,3.3,1555,7.35,1,33.2,3.5,1967.3,7.58,0,1,0,1,1,1,0,0,1,15,1,1,1,0,1,0,0,0,1,0,1,0,"1","0","January","2","0","3","4","1","29.5","0","4","2","3","3","1","medium_spend_cust"
"1188",20,15,0,0,33,3.7,0.41,-0.9,0.82,-0.2,0,2,0,-1,-1,4,0,0,0,0,0,0,0,0,1,2,1,1,1,25,1,0,0,1,0,0,0,0,0,0,9,2,1,0,1,2,1,1,0,1,0,1,11,4,159.02,1,1,0,2.6,0.96,2.6,1,13.5,2.6,13.5,2.6,0,0,0,1,48,3.87,48,3.87,0,0,2.72,0,2.68,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,"2","0","October","1","0","3","1","0","18.4","0","3","1","4","1","1","medium_spend_cust"
"1191",18,13,0,0,17,2.9,0.14,-1.97,0.35,-1.04,1,1,0,-1,-1,4,0,0,0,0,0,0,0,0,0,3,1,0,1,32,1,0,0,0,0,0,1,0,0,0,9,4,0,0,1,2,4,4,1,0,0,0,13,7,241.83,1,3,0,11.25,2.42,39.7,1,19,2.94,67,4.2,0,0,0,1,15,2.71,25,3.22,0,0,2.82,0,3.14,0,0,0,1,1,0,0,0,1,15,1,1,1,1,0,0,0,0,1,0,0,0,"5","0","September","2","0","2","1","0","12.7","0","1","3","2","1","0","medium_spend_cust"
"1192",23,14,0,0,18,16.4,1.51,0.41,1.44,0.37,1,1,0,-1,-1,3,0,0,0,0,0,0,0,0,0,3,1,0,1,27,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,3,2,2,0,3,0,5,8,5,82.19,0,14,0,11,2.4,131.95,0,0,2.35,0,3.33,0,0,0,0,0,2.14,0,1.61,0,0,2.72,0,3.12,0,0,0,0,0,1,0,0,1,26,1,1,1,0,0,0,0,0,0,0,0,0,"4","1","May","2","0","3","1","1","9.3","1","2","3","2","3","0","low_spend_cust"
"1195",56,17,0,4,32,5.8,0.06,-2.73,1.79,0.58,0,5,1,17,4,6,0,0,0,0,0,0,0,0,1,2,1,1,4,25,0,0,0,1,0,0,1,1,0,0,9,4,0,0,1,3,3,4,0,14,0,11,12,5,119.56,0,32,1,7.15,1.97,280.85,1,28.5,3.35,833,6.73,0,0,0,1,6,1.79,165,5.11,0,0,2.64,0,6.08,0,1,0,1,1,1,1,1,1,27,1,1,1,1,1,1,0,0,0,1,0,0,"5","0","April","2","0","1","5","0","15.1","0","1","2","1","2","1","medium_spend_cust"
"1197",66,20,0,19,13,28.4,0.57,-0.56,3.12,1.14,0,3,0,-1,-1,1,8,1,2,0,0,0,0,5,0,2,0,0,8,21,0,0,1,0,0,1,0,1,0,0,9,4,0,0,1,4,2,4,0,12,1,11,7,5,81.1,0,25,1,7.7,2.04,176.45,0,0,2.48,0,5.96,1,34.9,849.05,0,0,2.17,0,5.63,0,0,2.72,0,6.44,1,0,0,1,0,0,0,0,1,24,1,0,1,0,1,1,1,0,0,0,1,0,"1","0","May","3","1","2","3","0","6.1","1","3","3","2","2","4","low_spend_cust"
"1198",49,11,0,7,55,21,4.61,1.53,6.94,1.94,0,2,1,12,2,2,1,0,1,0,0,0,0,0,0,2,1,0,1,18,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,3,2,2,1,8,0,10,17,10,407.39,1,30,0,5.3,1.67,126,0,0,2.42,0,5.77,0,0,0,0,0,2.2,0,5.67,0,0,2.82,0,6.34,0,0,0,0,0,0,0,0,1,28,1,1,1,0,0,0,1,0,0,0,0,1,"3","1","June","1","0","2","3","1","20.5","0","1","3","2","3","0","medium_spend_cust"
"1208",31,18,0,4,56,6.6,1.29,0.25,2.41,0.88,0,3,0,-1,-1,2,5,2,0,3,0,0,0,0,0,3,1,1,1,27,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,1,4,2,1,7,0,5,13,3,104.91,0,9,1,3.8,1.34,31.4,0,0,2.48,0,4.57,1,28.2,222,0,0,1.91,0,4.09,0,0,2.68,0,4.77,1,1,1,1,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,0,0,"4","0","December","3","0","2","2","1","28.6","0","4","3","4","1","3","medium_spend_cust"
"1209",57,10,1,34,202,1.9,2.4,0.88,1.44,0.36,0,5,1,12,2,2,0,0,0,0,0,0,0,0,1,0,-1,0,5,23,0,0,0,0,1,0,0,0,0,0,9,6,1,1,0,1,4,3,0,23,0,16,6,4,362.57,0,50,0,11.1,2.41,586.65,1,46,3.83,2323.4,7.75,0,0,0,1,16.25,2.79,785,6.67,0,0,2.7,0,6.63,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,1,0,1,1,0,0,0,"2","1","April","6","0","1","4","-1","-1","-1","4","3","2","3","0","medium_spend_cust"
"1213",49,16,0,5,138,8.4,3.03,1.11,8.57,2.15,1,5,0,-1,-1,1,7,1,0,0,0,0,0,6,0,3,1,0,1,23,1,0,0,0,0,0,0,1,0,0,9,5,1,0,1,3,2,4,1,18,0,7,17,11,375.47,1,39,0,6.9,1.93,277.45,1,25.25,3.23,976.8,6.88,0,0,0,1,15.75,2.76,620,6.43,0,0,2.72,0,6.31,0,0,0,1,1,1,1,0,1,25,1,1,1,0,0,0,0,0,0,0,0,0,"3","0","September","2","0","1","3","0","62.7","1","2","2","1","1","0","medium_spend_cust"
"1214",57,17,0,23,145,6.9,5.15,1.64,4.85,1.58,0,5,1,16,3,4,0,0,0,0,0,0,0,0,1,2,1,0,1,25,1,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,1,2,0,32,0,24,8,10,1196.58,1,68,0,18.1,2.9,1209.45,1,38.75,3.66,2586.3,7.86,1,75.5,5119.85,1,16,2.77,1075,6.98,1,85.05,4.44,5857.35,8.68,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,0,0,1,"3","0","March","3","0","1","5","0","81.1","1","4","4","2","3","2","medium_spend_cust"
"1228",55,12,0,12,60,15.3,3.1,1.13,6.08,1.8,0,5,0,-1,-1,3,7,1,0,0,0,0,0,6,0,3,1,1,1,22,1,0,0,1,0,0,1,1,0,0,9,4,1,1,1,2,4,1,0,18,0,11,10,7,206.27,0,43,0,9.3,2.23,430.75,0,0,2.6,0,6.34,0,0,0,1,11.5,2.44,555,6.32,0,0,2.82,0,6.59,0,0,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,"3","1","April","3","0","2","4","0","25.8","1","4","4","2","1","0","medium_spend_cust"
"1231",48,9,0,20,56,12.7,1.16,0.15,5.95,1.78,0,4,1,6,1,3,1,0,1,0,0,0,0,0,1,3,1,0,1,31,1,0,1,0,1,0,0,1,0,0,9,4,0,1,0,3,3,2,0,30,0,26,12,5,235.21,0,69,0,32.65,3.49,2253.45,0,0,2.28,0,6.47,0,0,0,1,18.5,2.92,1245,7.13,0,0,3.05,0,7.37,0,0,0,1,1,0,1,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0,"4","0","January","5","0","3","4","0","30.2","0","4","1","1","1","0","medium_spend_cust"
"1233",60,8,0,29,106,29,5.01,1.61,25.73,3.25,0,5,1,12,2,2,1,1,0,0,0,0,0,0,1,4,1,0,1,32,1,0,1,0,0,1,0,0,0,0,9,6,1,0,1,3,3,1,0,26,0,20,10,3,50.36,0,59,0,21.7,3.08,1255.8,1,46.75,3.84,2600.9,7.86,0,0,0,1,29,3.37,1620,7.39,1,40.65,3.7,2416.3,7.79,0,1,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,1,0,1,"2","0","August","4","0","4","5","0","29.7","1","2","2","3","2","0","medium_spend_cust"
"1235",27,11,0,1,21,8.7,0.16,-1.83,1.67,0.51,0,3,0,-1,-1,2,1,0,1,0,0,0,0,0,1,3,0,0,1,35,1,0,1,0,0,0,0,0,0,0,9,5,0,1,1,2,1,3,0,3,0,4,10,7,78.25,0,12,0,3.25,1.18,39.35,1,15.75,2.76,175.65,5.17,0,0,0,0,0,1.45,0,3.56,0,0,2.82,0,5.13,0,1,0,0,0,1,0,0,1,24,1,1,1,0,0,0,0,0,0,0,0,0,"3","1","September","2","0","1","2","0","8","0","5","4","3","2","0","low_spend_cust"
"1237",46,11,0,4,45,10,1.71,0.53,2.79,1.03,1,4,0,-1,-1,2,4,0,0,0,0,0,0,4,0,1,1,0,8,38,0,1,0,0,1,0,0,1,0,0,9,3,0,0,1,3,1,3,0,28,0,28,14,9,271.13,1,70,0,16,2.77,1163.45,1,33,3.5,2362.05,7.77,0,0,0,1,18,2.89,1190,7.08,0,0,2.9,0,6.99,0,0,0,1,1,0,1,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,"3","1","August","2","0","2","3","0","24.7","1","1","4","3","2","0","medium_spend_cust"
"1238",75,11,1,45,346,13.6,3.81,1.34,43.24,3.77,0,3,0,-1,-1,1,8,0,0,1,0,0,0,7,1,2,1,0,1,30,1,0,0,0,0,0,0,0,0,0,9,5,1,1,0,1,3,3,0,35,0,26,12,6,402.41,0,63,0,23.5,3.16,1532.85,1,41.25,3.72,2530.8,7.84,0,0,0,1,21.25,3.06,1280,7.15,0,0,2.88,0,7.1,1,0,0,1,0,0,1,0,1,16,1,1,1,0,1,0,1,0,1,0,0,1,"1","1","April","6","0","1","4","1","81.2","1","4","1","2","2","0","medium_spend_cust"
